Title,Division
숙명가족장학금 신청안내,장학
,
2008/2009 러시아 정부초청장학생 선발요강,장학
,
“G마켓 희망 장학금” 세부운영 안내,장학
,
2008 인도네시아정부 초청 Darmasiswa 장학생 선발 안내,장학
,
2008/2009 대만정부 초청 장학생 선발요강,장학
,
2008년도 1학기 정부보증 학자금대출 안내,장학
,
2008학년도 이공계대학원연구장학생 지원 안내,장학
,
‘08년도 1학기 경기도 기능경기대회 입상자 학비지원 안내,장학
,
신입생 기념품 수령 안내 2008.3.10~3.20,행사
,
2008/2009 터키정부 초청 장학생 선발요강,장학
,
2008/2009 중국정부 초청 장학생 선발 요강,장학
,
국내 박사과정 연구지원자 모집 안내,장학
,
[리더십그룹]연합발대식 관련 설명회 안내,행사
,
행정인턴십 추가 모집 안내,모집
,
2008년도 국비유학생 선발시험 시행계획,장학
,
2008학년도 1학기 숙명면학장려/재해장학금 추가모집,장학
,
GE Foundation Scholar-Leaders Program 안내,학사
,
숙명가족장학금 신청안내,장학
,
TESOL행정실 휴학생 아르바이트 모집,모집
,
2008-1학기 교육실습 사전설명회 개최,학사
,
"[교수학습센터]튜터, 튜티 모집",모집
,
"[교수학습센터]스터디그룹, 그룹원 모집",모집
,
<MUV>학생수첩배부 마감 안내,행사
,
스터디그룹 OT-3/19(수) 2시,모집
,
<총학생회MUV> 동아리 문화그룹 신청서,모집
,
<총학생회MUV> 08 수습부원 모집,모집
,
<총학생회MUV> 뮤지컬 햄릿 50% 할인 행사,행사
,
<총학생회MUV> 취업특강 안내,행사
,
2008년 8월 졸업예정자 초과학점 포기 안내,학사
,
2008년 3월 17일 (월) MOS 개강안내,행사
,
[교수학습]2008학년도 학습법 공모전,모집
,
[불어불문학과] 2008 개강총회,모집
,
2008 숙명 글로벌화 프로젝트,모집
,
2008 숙명통역봉사단 서류전형 합격자 발표,모집
,
인간과 환경' ' 평화학' 특별 어학연수프로그램 참가자 모집!,모집
,
2008 숙명지식봉사단 서류전형 합격자 발표,모집
,
보조교사 모집중,모집
,
2008년 8월 졸업예정자 졸업인증제 안내,학사
,
2008학년도 1학기 졸업논문제 신청 안내,학사
,
IPTV 리포터 2기 대모집!!,모집
,
[scv] 숙명문화봉사단 1차 합격자 공지 및 면접일정 안내,모집
,
건강체력실 4월 회원 모집합니다.,모집
,
[리더십그룹]연합 발대식 설명회,행사
,
사랑과 공격성 - 이성 선택의 역동 (제1강),모집
,
사랑과 공격성-이성 선택의 역동 (2008학년도 1학기 일정),학사
,
[교수학습]즐거운 책 읽기 안내,행사
,
KBS 방송콘텐츠 영상자료실 아르바이트모집,모집
,
"[교수학습센터]튜터, 튜티 모집",모집
,
"[교수학습센터]스터디그룹, 그룹원 모집",모집
,
제 18대 국회의원 선거 부재자신고 안내,행사
,
숙명가족장학금 신청안내,장학
,
2008/2009 러시아 정부초청장학생 선발요강,장학
,
“G마켓 희망 장학금” 세부운영 안내,장학
,
2008 인도네시아정부 초청 Darmasiswa 장학생 선발 안내,장학
,
2008/2009 대만정부 초청 장학생 선발요강,장학
,
2008년도 1학기 정부보증 학자금대출 안내,장학
,
2008 JAL Scholarship 프로그램 안내,모집
,
2008학년도 이공계대학원연구장학생 지원 안내,장학
,
‘08년도 1학기 경기도 기능경기대회 입상자 학비지원 안내,장학
,
신입생 기념품 수령 안내 2008.3.10~3.20,행사
,
2008/2009 터키정부 초청 장학생 선발요강,장학
,
2008/2009 중국정부 초청 장학생 선발 요강,장학
,
국내 박사과정 연구지원자 모집 안내,장학
,
[리더십그룹]연합발대식 관련 설명회 안내,행사
,
2008년도 국비유학생 선발시험 시행계획,장학
,
2008학년도 1학기 숙명면학장려/재해장학금 추가모집,장학
,
GE Foundation Scholar-Leaders Program 안내,학사
,
숙명가족장학금 신청안내,장학
,
<총학생회MUV>동아리 문화그룹 신청서,모집
,
2008-1 교육실습일자 확인,학사
,
"2008-봄학기, 성평등상담소 초청강연회",모집
,
[문과대학 리더십그룹] HUMANITAS 3기 단원 모집,모집
,
보조교사 추가인원 모집(선착순),모집
,
의료봉사단 3기 신입단원 면접대상자 발표,모집
,
행정인턴십 교육안내 공지,모집
,
"2008-1학기 선발 파견교환학생,복수학위생 교내합격자 발표",학사
,
PAS 하계 해외봉사단 선발 결과 발표,모집
,
교육방송국 SBS 43기 수습요원 합격자 발표,모집
,
[교수학습]나의 공부..나의 인생 학습법 공모전,행사
,
[교수학습]영어강의 학습전략워크숍(2차) 안내,행사
,
2008-1 사회봉사교과목 자율신청안내,모집
,
<총학생회MUV> 08 수습부원 모집,모집
,
<총학생회MUV> 취업영어&토익 특강 안내,행사
,
<총학생회MUV> 대학로 정美소 공연 『nabis햄릿』 예매대행,학생
,
2008 중국 우한대 복수학위/교환학생 오리엔테이션,학사
,
스터디그룹 OT 3/19 2시,모집
,
애송시' 낭송 축제,행사
,
제 18대 국회의원 선거 부재자신고 안내,행사
,
숙명가족장학금 신청안내,장학
,
2008년도 1학기 정부보증 학자금대출 안내,장학
,
2008학년도 이공계대학원연구장학생 지원 안내,장학
,
‘08년도 1학기 경기도 기능경기대회 입상자 학비지원 안내,장학
,
2008학년도 1학기 숙명면학장려/재해장학금 추가모집,장학
,
GE Foundation Scholar-Leaders Program 안내,학사
,
2008학년도 1학기 기초생활수급자 장학금 신청안내,장학
,
행정인턴십 모집안내,모집
,
2008년도 KT IT Master 장학생 선발안내,장학
,
"[교수학습센터]튜터, 튜티 모집",모집
,
"[교수학습센터]스터디그룹, 그룹원 모집",모집
,
<총학생회MUV> 뮤지컬 햄릿 50% 할인,학생
,
<총학생회MUV> 취업영어&토익 특강 안내,행사
,
<총학생회MUV> 대학로 정美소 공연 『nabis햄릿』 예매대행,학생
,
<총학생회MUV> 08 수습부원 모집,모집
,
<총학생회MUV> 동아리 문화그룹 신청서,모집
,
성평등상담소 - '이유명호' 선생님 초청강연회 (03/24),모집
,
<총학생회MUV> 영화 'GP506' 시사회 안내,행사
,
2008학년도 실험실습비 조교설명회개최,학사
,
사랑의 헌혈운동에 참여합시다~,행사
,
교내 정화조 청소(3/20-4/5),행사
,
[급구] 행정조교 모집,모집
,
(재공지)신입생환영 할인 이벤트,행사
,
[폴라리스] 3기 면접 일정 안내,모집
,
아시아나 유럽배낭항공권 특가 및 타노선 특가모음,학사
,
대한항공 항공권 특별가 모음,행사
,
외항사 항공권 특가모음,학생
,
"동도,선린 수학/과학보조교사 선착순모집",모집
,
[법학부] 리더십 특강 공지,모집
,
<총학생회MUV> 잔여 학생수첩 수령안내,행사
,
<총학생회MUV> 대학로 정美소 공연 『nabis햄릿』 예매대행,학생
,
숙명의료봉사단 3기 면접일정 및 장소 공지,모집
,
신입생 기념품 수령 안내 2008.3.10~3.20,행사
,
2008/2009 터키정부 초청 장학생 선발요강,장학
,
국내 박사과정 연구지원자 모집 안내,장학
,
2008년도 국비유학생 선발시험 시행계획,장학
,
2008학년도 1학기 숙명면학장려/재해장학금 추가모집,장학
,
GE Foundation Scholar-Leaders Program 안내,학사
,
숙명가족장학금 신청안내,장학
,
행정인턴십 교육안내 공지,모집
,
제 18대 국회의원 선거 부재자신고 안내,행사
,
2008학년도 이공계대학원연구장학생 지원 안내,장학
,
‘08년도 1학기 경기도 기능경기대회 입상자 학비지원 안내,장학
,
2008학년도 1학기 숙명면학장려/재해장학금 추가모집,장학
,
스터디그룹OT 오늘 2시 수련101호,학사
,
2008년도 1학기 정부보증 학자금대출 안내,장학
,
2008년도 KT IT Master 장학생 선발안내,장학
,
유레일패스를 사면 18가지혜택을 받다.,학생
,
아시아나 배낭항공권특가 및 타노선 특가,학사
,
대한항공 항공권 특가모음,행사
,
외항사 항공권 특가모음,학생
,
호주 뉴질랜드 에어텔상품,학생
,
"[교수학습센터]튜터, 튜티 모집",모집
,
[교수학습센터]스터디그룹 장소 공지,모집
,
실험실안전 기본교육 실시,행사
,
2008 숙명 글로벌화 프로젝트 서류제출 변경 사항,행사
,
2008학년도 실험실습비 조교설명회 개최,학사
,
IPTV 리포터 2기 모집! 얼른 신청하세요~!!,모집
,
"3/26(수) 진리관 6,8층 구조안전진단 협조요청",행사
,
도서검색결과 문자전송(MMS)서비스 실시 안내,행사
,
2007학년도 2학기 학기우등상 시상식 개최,학사
,
2008 문과대학 리더쉽그룹 HUMANITAS모집,모집
,
2008-1 대학원 외국어시험 장소안내,학사
,
신입생 기념품 수령 안내 2008.3.10~3.20(오늘마감),행사
,
2008/2009 터키정부 초청 장학생 선발요강,장학
,
국내 박사과정 연구지원자 모집 안내,장학
,
2008년도 국비유학생 선발시험 시행계획,장학
,
2008학년도 1학기 숙명면학장려/재해장학금 추가모집,장학
,
GE Foundation Scholar-Leaders Program 안내,학사
,
숙명가족장학금 신청안내(오늘마감),장학
,
행정인턴십 교육안내 공지,모집
,
제 18대 국회의원 선거 부재자신고 안내,행사
,
2008학년도 이공계대학원연구장학생 지원 안내,장학
,
‘08년도 1학기 경기도 기능경기대회 입상자 학비지원 안내,장학
,
2008년도 1학기 정부보증 학자금대출 안내,장학
,
튜터링그룹 OT - 3/28(금) 5시,행사
,
2008년도 KT IT Master 장학생 선발안내,장학
,
2008년 3월 22일(토) MOS테스트 시간안내,행사
,
"[국문] 노트, 과제물 찾아가세요~!!",학사
,
[국문]제31집 청파문학이 나왔습니다.,행사
,
<총학생회MUV>동아리 문화그룹 신청서,모집
,
<총학생회MUV> 새학기 레포트 무료 출력 서비스 행사,행사
,
[SCV] 숙명문화봉사단 5기 최종 합격자 발표!,모집
,
7기 숙명통역봉사단 최종합격자 발표,모집
,
『바른사회 대학생아카데미 제24기 글로벌 리더십 과정』참가 안내,모집
,
2008년 3월 모의 TOEIC,행사
,
5기 숙명지식봉사단 최종합격자 발표,모집
,
<총학생회MUV> 08 수습부원 모집,모집
,
2008/2009 터키정부 초청 장학생 선발요강,장학
,
국내 박사과정 연구지원자 모집 안내,장학
,
2008학년도 1학기 기초생활수급자 장학금 신청안내,장학
,
GE Foundation Scholar-Leaders Program 안내,학사
,
‘08년도 1학기 경기도 기능경기대회 입상자 학비지원 안내,장학
,
2008학년도 이공계대학원연구장학생 지원 안내,장학
,
제4기숙명장학생봉사단 합격자 발표,모집
,
2008년도 이공계 국가장학생 선발 안내,장학
,
2008학년도 실습비관련 조교설명회개최,학사
,
[아이비스]11기 최종 합격자 명단,모집
,
제62차 MATE 정기시험 시행 안내,학사
,
"[교수학습]나의 공부,,나의 인생..",행사
,
[IT'sU]IT리더십그룹서류합격자공지,모집
,
[총학생회MUV] 수습부원 모집합니다.,모집
,
[총학생회MUV] 뮤지컬'햄릿'50% 할인 예매 해 드립니다.,학생
,
[총학생회MUV] 문화그룹 현황 조사 신청서입니다.,행사
,
2008-2학기 교육실습안내,장학
,
<총학생회MUV> 새학기 레포트 무료 출력 서비스 행사,행사
,
<총학생회MUV> 대학로 정美소 공연 『nabis햄릿』 예매대행,학생
,
[행정학과]명화랑(행정고시준비반) 입실시험 일시 및 장소,학사
,
숙명아침운동(백로기공)전개 월~금 8:30~9:00AM,행사
,
"숙명 건강체력검사 3월 26~28 (신체조성, 골밀도, 체력검사, 스트레스검사)",모집
,
2008년 3월 24일 (월) MOS 개강안내,모집
,
"미국 워싱턴대학교, 특별한 어학연수 프로그램 참가자 모집!",모집
,
2008-1학기 교육실습 사전설명회자료,학사
,
2007학년도 2학기 학기우등상 시상식 개최 안내,학사
,
숙명의료봉사단 3기 2차면접공지,모집
,
[IT'sU]IT리더십그룹 면접공지,모집
,
2008 S리더십 글로벌화 프로젝트 모집,모집
,
제62차 MATE 정기시험 시행 안내,학사
,
2008/2009 터키정부 초청 장학생 선발요강,장학
,
국내 박사과정 연구지원자 모집 안내,장학
,
2008학년도 1학기 기초생활수급자 장학금 신청안내,장학
,
사랑의 헌혈 운동에 참여하세요~,행사
,
GE Foundation Scholar-Leaders Program 안내,학사
,
2008학년도 이공계대학원연구장학생 지원 안내,장학
,
2008년도 이공계 국가장학생 선발 안내,장학
,
사랑의 헌혈운동에 참여하세요~~,행사
,
[홍보광고학과]이벤트 산업의 현황-홍보광고학과 주최 특강 안내,행사
,
[교수학습]영어 프레젠테이션 준비하기 워크숍 안내,행사
,
[교수학습]나의 공부..나의 인생.. 학습법 공모전,행사
,
"[교수학습]스터디그룹 장소, 포기사유서",학사
,
문신미술관 임시 휴관안내,행사
,
[국제관계대학원]3/25국제명사강연시리즈1,학사
,
신편입생 신체검사 결과지 배부 안내,행사
,
제3기 도서관봉사단(SMARTeer) 합격자를 발표합니다.,모집
,
숙명환경봉사단 서류합격자 면접전형 안내,모집
,
[금융직취업희망자필독-특강] 금융직 취업 100% 성공 노하우,행사
,
2008 대사협 자원봉사 프로그램 공모 안내,모집
,
자연계 실험실안전 교육 참석 안내,학사
,
2008년 4월 모의 TOEIC,행사
,
[SBS iptv]Who are you 1회 당첨자,행사
,
제62차 MATE 정기시험 시행 안내,학사
,
2008/2009 터키정부 초청 장학생 선발요강,장학
,
국내 박사과정 연구지원자 모집 안내,장학
,
2008학년도 1학기 기초생활수급자 장학금 신청안내,장학
,
GE Foundation Scholar-Leaders Program 안내,학사
,
2008학년도 이공계대학원연구장학생 지원 안내,장학
,
2008년도 이공계 국가장학생 선발 안내,장학
,
경상대 리더십 그룹 발표,행사
,
IPTV 공지신청 안내,장학
,
[교수학습센터]스터디그룹 추가 모집,모집
,
[국제관계]3/25일 국제명사강연시리즈!,학사
,
(재공지)신입생환영할인이벤트,행사
,
유레일패스한장에 18가지 혜택을!!,학생
,
폴라리스 3기 합격자 내일(3/26 수) 발표,모집
,
3월 학사퀴즈에 응모하세요~,행사
,
2008학년도 1학기 문화그룹 현황조사 실시 안내,학사
,
2008 S리더십 글로벌화 프로젝트 모집,모집
,
급구[장애우]장애학생 수업도우미 신청안내,모집
,
"미국 워싱턴대학교 '평화학','인간과환경' 특별 어학연수 프로그램",모집
,
박코치 소리 영어 훈련소 4월훈련 공지!,모집
,
"교원임용시험 설명회 개최(3/26, 17:00)",행사
,
숙명 학생 홍보대사 앰배서더 10기 합격자 발표,모집
,
ABLE Leader 1차 서류전형 합격자와 면접 일정 입니다.,학사
,
튜터링그룹 OT - 3/28(금) 5시,행사
,
급구[장애우]장애학생 수업도우미 신청안내,모집
,
[총학생회 MUV] 등록금 협상 결과 보고,행사
,
2008년 4월 모의 TOEIC,행사
,
2008/2009 터키정부 초청 장학생 선발요강,장학
,
국내 박사과정 연구지원자 모집 안내,장학
,
2008학년도 1학기 기초생활수급자 장학금 신청안내,장학
,
GE Foundation Scholar-Leaders Program 안내,학사
,
2008학년도 이공계대학원연구장학생 지원 안내,장학
,
2008년도 이공계 국가장학생 선발 안내,장학
,
[교수학습센터]스터디그룹 추가 모집,모집
,
[도서관]학술 Web DB 이용교육 - 4월 프로그램,행사
,
입학관리팀 장기 인턴 모집,모집
,
폴라리스 3기 합격자 발표,모집
,
박코치 소리 영어 훈련소 4월 개강 공지!,모집
,
제62차 MATE 정기시험 시행 안내,학사
,
[국어교육]임용고사특강 안내,행사
,
2008 해외활동페어 글로벌 코디네이터 모집,모집
,
캐나다 불어권 영화제 및 특강,행사
,
조교장학금 지급안내,장학
,
[교수학습센터]스터디그룹 추가모집,모집
,
2008년 3월 29일(토) MOS테스트 시간안내,학사
,
<총학생회MUV>등록금 협상 결과 보고,행사
,
[총학생회MUV] 대의원회 소집 공지,행사
,
[법학부] 사시관련 특강 공지,학사
,
제62차 MATE 정기시험 시행 안내,학사
,
Language Exchange Program Students 모집,모집
,
2008년 4월 모의 TOEIC,행사
,
2008/2009 터키정부 초청 장학생 선발요강,장학
,
국내 박사과정 연구지원자 모집 안내,장학
,
GE Foundation Scholar-Leaders Program 안내,학사
,
2008학년도 1학기 기초생활수급자 장학금 신청안내,장학
,
2008년도 이공계 국가장학생 선발 안내,장학
,
조교장학금 지급안내,장학
,
2008년 4월 MATE 졸업자격시험 시행 안내,학사
,
[IT'sU]IT리더십그룹 최종 합격자 공지,모집
,
2008학년도 1학기 행정인턴십 추가교육안내,모집
,
제 6회 서비스분야 우수 연구논문 공모,행사
,
유레일패스 한장사면 18가지특별선물이!!,행사
,
실험실 위험물 안전 실태 조사 결과 및 당부사항,학사
,
[모의입사경진대회]이력서/자기소개서 컨설팅 받자~!,행사
,
[교수학습센터]스터디그룹 추가모집,모집
,
용산소방서 출동 훈련(4/1 오후 3시경),행사
,
[제4기 시장경제체험단] 모집,모집
,
2008/2009 불가리아 정부초청장학생 선발요강,장학
,
IPTV 리포터 2기 최종합격자 발표!!,모집
,
5기 숙명환경봉사단 최종합격자 안내,모집
,
국내문화탐방 장학생 신청 공고,장학
,
2008년 3월 31일 (월) MOS 개강안내,행사
,
[총학생회 MUV] 대의원회 소집 공지,행사
,
SSAT 응시자 검사결과 확인,모집
,
박코치 소리 영어 훈련소 4월 훈련 공지!,모집
,
2008년 4월 모의 TOEIC,행사
,
2008년 4월 MATE 졸업자격시험 시행 안내,학사
,
2008/2009 터키정부 초청 장학생 선발요강,장학
,
MATE 졸업자격시험안내입니다.,행사
,
GE Foundation Scholar-Leaders Program 안내,학사
,
2008학년도 1학기 기초생활수급자 장학금 신청안내,장학
,
조교장학금 지급안내,장학
,
2008학년도 1학기 행정인턴십 추가교육안내,모집
,
[제4기 시장경제체험단] 모집,모집
,
제 51호 사법시험 대비 1차 주요과목(헌법/민법/형법) 특강,행사
,
2008/2009 불가리아 정부초청장학생 선발요강,장학
,
2008 해외활동페어 글로벌코디네이터 모집,모집
,
2008 해외인터넷청년봉사단 추천팀(특별전형) 선발 안내,모집
,
[교수학습]영어강의 학습전략워크숍 3차,행사
,
[교수학습]주관식시험 답안 작성법,학사
,
[총학생회MUV] nabis햄릿 예매대행 기간연장 안내,행사
,
[국어교육]임용고사 특강 안내,행사
,
화재 출동 훈련실시 안내,행사
,
[총학생회MUV] 허브티 야외 카페,학생
,
2008/2009 터키정부 초청 장학생 선발요강,장학
,
GE Foundation Scholar-Leaders Program 안내,학사
,
2008/2009 불가리아 정부초청장학생 선발요강,장학
,
행정인턴십 추가 교육 안내 공지,모집
,
조교장학금 지급 안내,장학
,
국내문화탐방 장학생 신청 공고,장학
,
「제4기 시장경제체험단」모집,모집
,
2008년 4월 MATE 졸업자격시험 시행 안내,학사
,
[경영전문대학원] 전임조교B 모집,모집
,
MATE 졸업자격시험안내입니다.,행사
,
"2008 1학기 학생봉사활동 및 학술,문화 활동 실적 자료 제출 안내",모집
,
"정전안내(4/16, 심야11시~새벽2시)",행사
,
2008년도 녹산재단 장학생 모집요강,장학
,
박코치 소리 영어 훈련소 4월 훈련 공지!,모집
,
숙명의료봉사단 3기 합격자 발표,모집
,
2008 해외활동페어 글로벌코디네이터 모집,모집
,
2008년 4월 모의 TOEIC,행사
,
<총학생회MUV>대의원회 소집공지,행사
,
새로나온 외항사 항공권 특가모음,학생
,
한국교육학술정보원 '해외논문 구매지원서비스' 오픈안내,장학
,
<총학생회MUV> 스쿨버스 운행 관련,학생
,
유레일패스 한장구매에 18가지혜택을!!,학생
,
무료특강: 입과 귀가 트이는 영어공부법,행사
,
[총학생회MUV] 허브티 야외 까페,학생
,
[마감] 아시아여성연구소 연구원 모집,모집
,
[총학생회MUV] 황사마스크 배부 안내,행사
,
2008년 4월 MATE 졸업자격시험 시행 안내,학사
,
MATE 졸업자격시험안내입니다.,행사
,
2008/2009 터키정부 초청 장학생 선발요강,장학
,
GE Foundation Schoar-Leaders Program,학생
,
2008/2009 불가리아 정부초청장학생 선발요강,장학
,
행정인턴십 추가 교육 안내 공지,모집
,
2008년 4월 5일(토) MOS테스트 시간안내,학사
,
조교장학금 지급 안내,장학
,
2008학년도 1학기 국내문화탐방 장학생 신청 공고,장학
,
2008년도 녹산재단 장학생 모집요강,장학
,
웹메일서비스 일시중지 안내 (4/6 09:00 ~ 18:00),행사
,
[교수학습]주관식시험 답안작성법 안내,학사
,
[총학생회MUV] 황사마스크 배부 안내,행사
,
[경영학부]경영학부 학생 아르바이트 모집,모집
,
박코치 소리 영어 훈련소 4월 훈련 공지~!,모집
,
2008/2009 터키정부 초청 장학생 선발요강,장학
,
GE Foundation Schoar-Leaders Program,학생
,
2008학년도 이공계대학원연구장학생 지원 안내,장학
,
조교장학금 지급 안내,장학
,
행정인턴십 추가 교육 안내 공지,모집
,
[제4기 시장경제체험단] 모집,모집
,
2008년 4월 MATE 졸업자격시험 시행 안내,학사
,
MATE 졸업자격시험안내입니다.,행사
,
2008/2009 불가리아 정부초청장학생 선발요강,장학
,
국내문화탐방 장학생 신청 공고,장학
,
2008년도 녹산재단 장학생 모집요강,장학
,
2008/2009 이집트정부초청 아랍어연수생 선발,장학
,
2008/2009 이집트 Al-Azhar재단 장학생 선발,장학
,
2008/2009 이집트 국제농업센터(EICA) 초청 연수생 선발,장학
,
2008 S리더십 글로벌화 프로젝트 1차 서류전형 발표,행사
,
2008 대학생 멘토링 멘토 합격자 발표,모집
,
[총학생회MUV] 동아리 회장단 회의 안내,행사
,
2008년 3월 31일 (월) MOS 개강안내,행사
,
무료특강: 입과 귀가 트이는 영어공부법,행사
,
[총학생회MUV] 황사마스크 배부 안내,행사
,
2008-1학기 중간시험 실시,학사
,
[리더십그룹] ABLE Leader 5기 합격자 발표,모집
,
2008년 4월 MATE 졸업자격시험 시행 안내,학사
,
MATE 졸업자격시험안내입니다.,행사
,
2008/2009 터키정부 초청 장학생 선발요강,장학
,
GE Foundation Schoar-Leaders Program,학생
,
[제4기 시장경제체험단] 모집,모집
,
2008/2009 불가리아 정부초청장학생 선발요강,장학
,
국내문화탐방 장학생 신청 공고,장학
,
2008년도 녹산재단 장학생 모집요강,장학
,
행정인턴십 추가 교육 안내 공지,모집
,
2008 리더십그룹 연합 발대식,모집
,
2008/2009 이집트정부초청 아랍어연수생 선발,장학
,
2008/2009 이집트 Al-Azhar재단 장학생 선발,장학
,
2008/2009 이집트 국제농업센터(EICA) 초청 연수생 선발,장학
,
2008년 4월 모의 TOEIC 접수 마감,행사
,
[교수학습]전공별 학습법 세미나 안내,학사
,
[교수학습]영어강의 워크숍 3차 마감안내,모집
,
[교수학습]주관식시험답안작성법안내,학사
,
[총학생회MUV] 동아리 회장단 소집 공고,학생
,
[국제관계대학원]4/16(수)국제명사강연시리즈,학사
,
Language Exchange Program Students 모집(중국어),모집
,
"학생 봉사활동 및 학술, 문화 활동실적 자료 제출 안내",모집
,
[무료특강]입과 귀가 트이는 영어공부법,행사
,
[총학생회MUV] 4/14대의원회 소집공고,행사
,
2008년 4월 MATE 졸업자격시험 시행 안내,학사
,
MATE 졸업자격시험안내입니다.,행사
,
외항사 항공권 특가모음,학생
,
호주 뉴질랜드 에어텔상품,학생
,
유레일패스1장구매에 18가지 혜택이,행사
,
4월 학사퀴즈에 응모하세요~,행사
,
2008 대사협 하계 한국대학생해외봉사단 참가자 선발 안내,모집
,
[총학생회MUV] 4/14대의원회 소집공고,행사
,
[총학생회MUV] 동아리회장단 소집공고,학생
,
스터디그룹 1차 그룹장 모임-4/14일(월)~17(목),행사
,
2008 대사협 주최 대학 해외봉사활동 프로그램 공모 안내,모집
,
튜터 2차 모임 4/18(금),학사
,
2008년 4월 MATE 졸업자격시험 시행 안내,학사
,
MATE 졸업자격시험안내입니다.,행사
,
2008/2009 터키정부 초청 장학생 선발요강,장학
,
GE Foundation Scholar-Leaders Program 안내,학사
,
제4기 시장경제체험단 모집안내,모집
,
2008/2009 불가리아 정부초청장학생 선발요강,장학
,
[무료특강] 입과 귀가 트이는 영어공부법 오늘PM3:30,행사
,
2008학년도 1학기 국내문화탐방 장학생 신청 공고,장학
,
2008년도 녹산재단 장학생 모집요강,장학
,
2008 숙명리더십그룹 연합발대식,모집
,
2008/2009 이집트정부초청 아랍어연수생 선발요강,장학
,
2008/2009 이집트 Al-Azhar재단 장학생 선발요강,장학
,
2008/2009 이집트 국제농업센터(EICA) 초청 연수생 선발 요강,장학
,
2008 Wuhan Summer Program 참가자 모집,모집
,
2008 해외인터넷청년봉사단 추천팀(특별전형) 선발 안내,모집
,
2008 대사협 하계 한국 대학생 해외봉사단 참가자 선발 안내,모집
,
"2008 1학기 학생 봉사활동 및 학술,문화 활동 실적 자료 제출 안내",모집
,
외항사 항공권 특별가모음,학사
,
유레일패스 한장구매하면 18가지 혜택이 쏟아져요,학생
,
[총학생회MUV] 동아리 소집 공고,학생
,
제3회 S 리더십 학술대회 개최,행사
,
스터디그룹 1차 그룹장 모임-4/14일(월)~17(목),행사
,
튜터 2차 모임 4/18(금),학사
,
[국제관계대학원]4/16국제명사강연시리즈2,학사
,
2008 해외활동(Study&Travel)페어 개최,행사
,
제7기 숙명통신원 합격자 발표,모집
,
[총학생회MUV] 4/14대의원회 소집공고,행사
,
[총학생회MUV] 동아리방 실적 조사서,학생
,
[4학년 필독] 졸업앨범 촬영 공지,학사
,
2008년 4월 MATE 졸업자격시험 시행 안내,학사
,
MATE 졸업자격시험안내입니다.,행사
,
2008/2009 터키정부 초청 장학생 선발요강,장학
,
GE Foundation Scholar-Leaders Program 안내,학사
,
2008/2009 불가리아 정부초청장학생 선발요강,장학
,
2008학년도 1학기 국내문화탐방 장학생 신청 공고,장학
,
2008년도 녹산재단 장학생 모집요강,장학
,
2008 숙명리더십그룹 연합발대식,모집
,
2008/2009 이집트정부초청 아랍어연수생 선발요강,장학
,
2008/2009 이집트 Al-Azhar재단 장학생 선발요강,장학
,
2008/2009 이집트 국제농업센터(EICA) 초청 연수생 선발 요강,장학
,
2008 Wuhan Summer Program 참가자 모집,모집
,
[4/11] 학생일반우편 도착 알림,모집
,
[4학년 필독] 졸업앨범 촬영공지,학사
,
[홍보광고]2008학년도 1학기 졸업논문(논문/어학능력인증)신청자 명단,학사
,
교내-유럽 배낭여행설명회 개최,행사
,
<총학생회MUV> 동아리방 재배치 관련 문건,학생
,
[총학생회MUV] 4월 14일 대의원회 소집 공고,행사
,
2008년 4월 12일(토) MOS테스트 시간안내,행사
,
[중문과] 논문 지도교수님 연락처,학사
,
제8회 숙명사랑듬뿍바자회 물품기증안내,행사
,
"2008 1학기 학생 봉사활동 및 학술, 문화활동 실적자료 제출안내",모집
,
[국어국문]졸업논문 제출 및 정보인증 일정 공고,학사
,
[정보방송학과]졸업논문 지도교수배정 안내,학사
,
[4학년 필독] 졸업앨범 촬영 날짜 및 시간,학사
,
[4학년 필독]졸업앨범 촬영공지,학사
,
숙명리더십그룹 연합봉사 참가자모집,모집
,
2008 해외활동 페어 개최,행사
,
2008/2009 터키정부 초청 장학생 선발요강,장학
,
GE Foundation Scholar-Leaders Program 안내,학사
,
2008/2009 불가리아 정부초청장학생 선발요강,장학
,
2008학년도 1학기 국내문화탐방 장학생 신청 공고,장학
,
2008년도 녹산재단 장학생 모집요강,장학
,
2008 숙명리더십그룹 연합발대식,모집
,
2008/2009 이집트 Al-Azhar재단 장학생 선발요강,장학
,
[스터디그룹]1차 그룹장모임 4/14~17,행사
,
[4학년 필독] 졸업앨범 촬영 날짜 및 시간,학사
,
[4학년 필독] 졸업앨범 촬영 공지,학사
,
[총학생회MUV] 4월14일(월) 대의원회소집공고,행사
,
문신미술관 빛갤러리 기획공모작가 유관석-'의식의 형상'전,행사
,
"2008 1학기 학생 봉사활동 및 학술, 문화활동 실적자료 제출안내",모집
,
[국제관계]4/16(수)Phillip Raskin 특강,행사
,
숙명 홈페이지 계정 발급 정책 변경 안내,행사
,
[마감]TESOL 토요일 행정실 아르바이트 구합니다.,모집
,
[국문] 졸업 논문 제출 및 정보인증 합격증 제출 일정에 관한 공지,학사
,
[문과대학 리더십그룹] HUMANITAS 3기 단원 모집 합격자명단입니다.,모집
,
2008 리더십그룹 연합봉사 지원마감되었습니다.,모집
,
[일본학과] 2008년1학기 졸업논문지도교수 배정 안내,학사
,
